Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit,ApproxOffers
wand of draconia,1486,1288,1415,1250,225,2239,198,0.15,44550,0
wand of dragonbreath,500,70,547,51,205,405,430,6.14,88150,1
wand of everblazing,6173,5514,6150,5550,81,438,659,0.12,53379,2
wand of inferno,2936,2771,2895,2757,410,4702,165,0.06,67650,1
wand of mayhem,-1,-1,-1,-1,-1,-1,0,0,0,-1
wand of remedy,-1,-1,-1,-1,-1,-1,0,0,0,-1
wand of starstorm,3530,3201,3466,3239,240,4104,329,0.1,78960,4
wand of voodoo,4329,4088,4287,4100,287,3774,241,0.06,69167,0
wand of vortex,50,50,1548,82,32,122,0,0.0,0,0
war axe,5000,0,0,0,0,0,5000,0,0,0
war crystal,687,454,821,604,206,136,233,0.51,31688,2
war drum,86,0,0,0,0,0,86,0,0,0
war hammer,5000,0,0,0,0,0,5000,0,0,0
war horn,8299,4015,7749,7592,10,368,4284,1.07,42840,0
warlord sword,-1,999999,0,0,0,0,-1000000,-1.0,0,0
warmaster's wristguards,300,110,480,132,32,138,190,1.73,6080,1
warrior helmet,4959,4576,4891,4641,158,2465,383,0.08,60514,3
warrior's axe,10949,10490,13179,10607,29,848,459,0.04,13311,0
warrior's shield,8900,8615,8907,8651,10,686,285,0.03,2850,1
warsinger bow,200000,106005,219865,173462,49,25,93995,0.89,2349875,3
warwolf fur,48,1,159,4,12,66,47,47.0,564,0
waspoid claw,450,281,357,250,6,73,169,0.6,1014,0
waspoid wing,2551,1868,3143,1890,252,193,683,0.37,131819,5
watch,147999,1500,270000,1574,1,5,146499,97.67,146499,0
water pipe,-1,0,0,0,0,0,-1,0,0,0
waterball,600,0,1710,0,6,0,600,0,0,0
watering can,2222,11,3516,11,5,4,2211,201.0,8844,0
watermelon tourmaline,44999,37101,48634,35942,89,236,7898,0.21,702922,1
waterskin,10700,10700,600000,0,1,0,0,0.0,0,0
wealth duplex,2499000,1961000,2382835,1908219,26,28,538000,0.27,13988000,3
weapon matrix crystal,5000,0,0,0,0,0,5000,0,0,0
weapon rack kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
weapons crate,-1,-1,-1,-1,-1,-1,0,0,0,-1
weaver's wandtip,240,200,226,168,3,178,40,0.2,120,2
wedding outfit box,14999,610,14801,601,18,2,14389,23.59,28778,1
wedding ring,-1,0,0,0,0,0,-1,0,0,0
werebadger claws,149,60,150,129,1,574,89,1.48,89,2
werebadger skull,177,70,140,108,12,557,107,1.53,1284,1
werebadger trophy,8950,6000,8493,6123,20,200,2950,0.49,59000,2
werebear fur,175,135,170,114,6,516,40,0.3,240,1
werebear skull,250,180,375,170,11,504,70,0.39,770,1
werebear trophy,10000,7805,10344,8378,27,159,2195,0.28,59265,1
wereboar hooves,299,115,369,117,160,477,184,1.6,29440,2
wereboar loincloth,1499,855,1512,1093,128,809,644,0.75,82432,0
wereboar trophy,8705,8705,9613,8684,16,190,0,0.0,0,1
wereboar tusks,170,156,0,149,0,561,14,0.09,0,0
werefox tail,195,180,192,172,4,507,15,0.08,60,1
werefox trophy,9500,7900,9417,7620,16,185,1600,0.2,25600,3
werehyaena nose,225,205,214,198,13,1091,20,0.1,260,0
werehyaena talisman,330,240,325,211,5,547,90,0.38,450,1
werehyaena trophy,13500,10371,11788,10875,41,655,3129,0.3,128289,0
werewolf amulet,2942,1111,3181,2705,290,805,1831,1.65,530990,3
werewolf fangs,206,167,213,161,8,507,39,0.23,312,0
werewolf fur,415,160,440,311,6,462,255,1.59,1530,0
werewolf helmet,15000000,12506000,13080429,9974501,24,8,2494000,0.2,19952000,1
whacking driller of fate,581799,434300,489922,402137,151,122,147499,0.34,17994878,8
whisper moss,-1,0,0,0,0,0,-1,0,0,0
white deer antlers,395,133,384,308,7,122,262,1.97,1834,0
white deer skin,200,82,257,115,4,120,118,1.44,472,1
white dress,-1,0,0,0,0,0,-1,0,0,0
white flower,40000,3333,39250,3333,4,2,36667,11.0,73334,1
white gem,18800,11200,12054,10661,18,561,7600,0.68,136800,1
white mushroom,6,1,7,1,199,76,5,5.0,380,1
white pearl,280,157,286,157,33,1014,123,0.78,4059,0
white piece of cloth,747,600,878,523,196,333,147,0.24,28812,2
white raven kit,21000000,7668000,18924666,0,3,0,13332000,1.74,0,0
white silk flower,10330,8282,9532,8399,39,251,2048,0.25,79872,2
white tapestry,98,0,74,0,4,0,98,0,0,0
whoopee cushion,-1,0,0,0,0,0,-1,0,0,0
widow's mandibles,140,15,452,65,4,126,125,8.33,500,2
wild flowers,134,60,937,52,11,89,74,1.23,814,1
wild growth rune,157,101,157,102,502,132,56,0.55,7392,1
wimp tooth chain,340,5,349,23,3,29,335,67.0,1005,1
windborn colossus armor,447850,152323,273073,256920,4,7,295527,1.94,1182108,0
winged backpack,98800,57200,96134,64376,74,66,41600,0.73,2745600,3
winged boots,59900,23370,70240,41119,129,109,36530,1.56,3981770,4
winged helmet,4500,0,2966,0,6,0,4500,0,0,0
winged tail,896,665,0,620,0,313,231,0.35,0,2
winning lottery ticket,79099,30100,82105,33463,56,14,48999,1.63,685986,0
winter wolf fur,5236,3490,5809,4786,707,871,1746,0.5,1234422,7
winterberry liquor,1500,3,339,3,5,15,1497,499.0,7485,0
winterblade,546831,410000,549958,425575,57,48,136831,0.33,6567888,3
witch broom,95,27,95,27,6,102,68,2.52,408,0
witch hat,4000,4000,6039,3488,28,53,0,0.0,0,0
witches' cap spot,-1,0,0,0,0,0,-1,0,0,0
witchesbroom,3000,0,3000,0,1,0,3000,0,0,0
witchhunter's coat,-1,0,0,0,0,0,-1,0,0,0
witherblossom,-1,1,0,0,0,0,-2,-2.0,0,0
withered pauldrons,9999,500,0,283,0,1,9499,19.0,0,0
withered scalp,-1,0,0,0,0,0,-1,0,0,0
wolf backpack,249999,156500,261375,181693,48,26,93499,0.6,2430974,1
wolf paw,249,71,404,56,149,583,178,2.51,26522,2
wolf tooth chain,79000,50000,76800,50000,10,1,29000,0.58,29000,0
wolf trophy,2470,2470,2833,2183,17,244,0,0.0,0,2
wood,63999,41210,48100,40817,171,170,22789,0.55,3874130,3
wood cape,4899,4670,5042,4753,177,2273,229,0.05,40533,2
wood mushroom,17,6,27,6,2,136,11,1.83,22,0
wooden chair kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
wooden doll,9000,500,9000,500,1,8,8500,17.0,8500,0
wooden flute,666,0,99,0,23,0,666,0,0,0
wooden hammer,600,0,1801,0,5,0,600,0,0,0
wooden shield,-1,0,0,0,0,0,-1,0,0,0
wooden spellbook,11500,11230,13293,11454,66,553,270,0.02,17820,1
wooden spoon,100,0,0,0,0,0,100,0,0,1
wooden stake,63999,41210,48100,40817,171,170,22789,0.55,3874130,2
wooden sword,950000,210001,780582,242167,12,6,739999,3.52,4439994,1
wooden ties,2000,0,4999,0,1,0,2000,0,0,0
wooden whistle,11111111,2655700,0,0,0,0,8455411,3.18,0,0
wool,-1,2420,0,2002,0,4,-2421,-1.0,0,0
worm,-1,226,0,260,0,8,-227,-1.0,0,0
worm punisher,10000,250,10000,250,1,3,9750,39.0,9750,0
worm queen tooth,9800,0,6700,0,5,0,9800,0,0,0
worn firewalker boots,109998,88175,118573,88913,5,9,21823,0.25,109115,1
worn soft boots,498800,401000,464999,405066,81,205,97800,0.24,7921800,6
wrinkled parchment,0,0,13950,0,2,0,0,0,0,0
writhing brain,360000,320000,360000,0,1,0,40000,0.12,0,0
writhing heart,249300,172000,0,128250,0,4,77300,0.45,0,0
wyrm scale,420,361,470,335,296,980,59,0.16,17464,1
wyvern fang,1499,1465,1657,1461,60,332,34,0.02,2040,1
wyvern talisman,2386,1960,3322,2718,594,1111,426,0.22,253044,7
xodet's first wand,30000,10000,0,10000,0,1,20000,2.0,0,0
yalahari armor,143000,27200,55539,27496,10,8,115800,4.26,926400,1
yalahari figurine,4888888,35735,0,0,0,0,4853153,135.81,0,0
yalahari leg piece,399900,292500,338736,285171,163,111,107400,0.37,11921400,6
yalahari mask,301692,250100,304500,268001,247,185,51592,0.21,9544520,3
yellow backpack,48,2,36,7,185,226,46,23.0,8510,1
yellow bag,499,6,572,4,13,8,493,82.17,3944,0
yellow bed kit,-1,-1,-1,-1,-1,-1,0,0,0,-1
yellow fireworks powder,288,25,184,16,19,48,263,10.52,4997,1
yellow fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0,-1
yellow gem,1000,991,1132,991,6,5137,9,0.01,54,0
yellow piece of cloth,200,150,416,163,191,380,50,0.33,9550,3
yellow pillow,1000,0,1666,0,3,0,1000,0,0,1
yellow powder,-1,0,0,0,0,0,-1,0,0,0
yellow rose,224999000,180000000,232997000,182500500,1,4,44999000,0.25,44999000,0
yellow tapestry,97,0,99,0,8,0,97,0,0,0
yetislippers,799000,517000,655537,440469,10,3,282000,0.55,846000,1
yielocks,254,254,566,386,20,93,0,0.0,0,0
yielowax,998,237,641,236,8,44,761,3.21,6088,0
yirkas' egg,760,115,729,115,2,72,645,5.61,1290,0
yol's bow,-1,10000,0,0,0,0,-10001,-1.0,0,0
young lich worm,25000,23380,0,23882,0,195,1620,0.07,0,0
yummy gummy worm,199,1,175,1,4,1,198,198.0,198,0
zaoan armor,14687,13380,14351,13511,78,488,1307,0.1,101946,1
zaoan chess box,119899,85000,97583,80714,652,437,34899,0.41,15250863,6
zaoan halberd,300,151,421,210,20,322,149,0.99,2980,0
zaoan helmet,46999,44090,46127,44411,512,380,2909,0.07,1105420,0
zaoan legs,14199,13580,14219,13708,823,1081,619,0.05,509437,0
zaoan robe,12994,11635,15400,11583,33,253,1359,0.12,44847,0
zaoan shoes,5499,4850,5453,4837,144,735,649,0.13,93456,1
zaoan sword,33840,29683,33755,29684,15,92,4157,0.14,62355,1
zaogun flag,594,305,570,302,5,111,289,0.95,1445,0
zaogun shoulderplates,130,74,130,66,1,121,56,0.76,56,2
